7057	6405	0.0004678062
7057	10581	0.000216817
7057	2022	0.0002341579
7057	9136	0.0002661894
7057	5118	0.0004292144
7057	1508	0.0002665229
7057	57817	6.574737e-05
7057	966	0.0002091205
7057	3690	0.0003640434
7057	26064	0.0003586254
7057	9510	0.000526331
7057	710	0.0001664329
7057	5473	0.000736554
7057	4240	0.0005435372
7057	4128	0.0001895015
7057	3688	0.00024576547
7057	1960	0.0002841304
7057	241	8.213679e-05
7057	4084	0.0002942148
7057	7042	0.0002253431
7057	3557	0.0005201682
7057	2200	0.0005892751
7057	3273	0.0001045981
7057	5743	0.0006467079
7057	7124	0.000244641
7057	2335	0.0004466601
7057	4015	0.0005024357
7057	6036	0.0005548063
7057	2201	0.0001889977
7057	1441	7.483667e-05
7057	25777	0.0002590829
7057	6678	0.00018554205
7057	113	0.0002089747
7057	960	0.0002990721
7057	6525	0.0004082092
7057	3576	0.0008464747
7057	7450	0.000126607
7057	10531	9.171305e-05
7057	6853	0.0003164487
7057	3458	8.154509e-05
7057	23266	0.000297321
7057	10157	0.0006184579
7057	113791	0.0004998442
7057	1514	0.0001522319
7057	2	0.0005210263
7057	1000	0.0002377971
7057	79070	0.0004231738
7057	10908	9.389981e-05
7057	5196	0.0006837025
7057	2207	0.0001450758
7057	6354	0.0002311493
7057	3586	0.0002373725
7057	6356	0.0007491059
7057	2357	0.0001736612
7057	6037	0.0002757859
7057	5352	0.0001963389
7057	597	0.0003322231
7057	3486	0.0003178118
7057	2181	0.0001378044
7057	4781	4.001493e-05
7057	374	0.0001724672
7057	3945	0.0002576757
7057	4327	0.0005490569
7057	4121	0.0003007317
7057	8322	0.0002146145
7057	79656	0.0001641374
7057	1839	0.0006018303
7057	3488	0.0001703944
7057	9590	0.0004567731
7057	9518	0.0003899942
7057	11326	0.0003931888
7057	2040	0.0004132676
7057	5553	0.0001879269
7057	11098	0.0002514816
7057	5768	0.0002887687
7057	10142	0.0001255383
7057	6909	0.0008065273
7057	6236	0.0002049161
7057	8519	0.0001293957
7057	2004	0.000181524
7057	2243	0.0001475835
7057	4060	0.0003910407
7057	4884	0.0002774751
7057	10529	0.0002500141
7057	9955	0.0004058024
7057	8877	0.0001297217
7057	4811	0.0004796306
7057	1401	0.0002803467
7057	5764	0.00028543829
7057	3908	0.0007580124
7057	26353	0.0002615121
7057	80148	0.0001779009
7057	9509	0.0004797419
7057	84858	0.0002005115
7057	1435	0.0001532937
7057	3778	5.766982e-05
7057	5272	0.0002984819
7057	10894	0.0010478301
7057	27106	0.0003046129
7057	3481	0.0002947264
7057	64344	0.0004621787
7057	3039	0.0003776331
7057	53831	0.0002104318
7057	5046	0.0002031005
7057	161742	0.0002491438
7057	91663	0.0002484268
7057	123096	0.0001329375
6405	2523	0.0002567757
6405	10581	0.0003658023
6405	10956	0.0001376805
6405	10814	0.0006167556
6405	79098	0.0003114205
6405	112	0.0003026384
6405	540	0.0006603111
6405	2022	0.001117668
6405	4924	0.0003071472
6405	3020	0.0001849392
6405	335	0.0002070885
6405	9136	0.0003824304
6405	26472	0.0002328164
6405	2548	0.0003387236
6405	6273	0.0002935975
6405	5118	0.0001871228
6405	1508	9.311549e-05
6405	3485	0.0008387703
6405	8216	0.0001133873
6405	1475	0.00031242057
6405	9898	0.0003996378
6405	6698	0.0002059293
6405	2621	0.0005926674
6405	2852	0.00039548
6405	57817	8.644995e-05
6405	6548	0.0006254879
6405	8407	0.0004190179
6405	51454	0.0004715457
6405	8754	7.464578e-05
6405	79586	0.0002259954
6405	55450	0.0004759237
6405	350	8.907419e-05
6405	966	0.000547898
6405	4481	4.132408e-05
6405	5737	0.0001374577
6405	3690	0.0008751306
6405	26064	5.348539e-05
6405	362	0.0001489116
6405	325	0.0002930619
6405	9510	0.0003213718
6405	710	0.0001605012
6405	57111	0.0001464247
6405	5473	0.000542431
6405	4240	0.0004394162
6405	3697	0.0004124782
